"","row","col"
"",83909,1
"",92195,1
"",92196,1
"",92736,1
"",92737,1
"",92738,1
"",92739,1
"",92740,1
"",7820,2
"",7821,2
"",15998,2
"",15999,2
"",28593,2
"",28594,2
"",35930,2
"",35931,2
"",53815,2
"",53816,2
"",53817,2
"",62095,2
"",66257,2
"",66258,2
"",66259,2
"",66468,2
"",66469,2
"",75597,2
"",75598,2
"",90348,2
"",90349,2
"",8547,3
"",8548,3
"",59977,3
"",59978,3
"",59979,3
"",59980,3
"",59981,3
"",59982,3
"",59983,3
"",59984,3
"",59985,3
"",59986,3
"",59987,3
"",76146,3
"",76147,3
"",76148,3
"",76149,3
"",76150,3
"",76151,3
"x1_neg",14,127.9693333
"",10169,1
"",10170,1
"",17554,1
"",17555,1
"",22243,1
"",22244,1
"",30206,1
"",30207,1
"",37543,1
"",37544,1
"",42983,1
"",42984,1
"",50933,1
"",50934,1
"",60843,1
"",60844,1
"",77336,1
"",77337,1
"",82829,1
"",82830,1
"",92293,1
"",92294,1
"x1_neg",15,129.0336667
"",7363,1
"",7364,1
"",7365,1
"",7366,1
"",7367,1
"",7368,1
"",7369,1
"",7370,1
"",7371,1
"",7372,1
"",7373,1
"",7374,1
"",7375,1
"",7376,1
"",7377,1
"",7378,1
"",7379,1
"",7380,1
"",7381,1
"",7382,1
"",7383,1
"",7384,1
"",7385,1
"",7386,1
"",7387,1
"",15694,1
"",15695,1
"",15696,1
"",15697,1
"",15698,1
"",15699,1
"",15700,1
"",15701,1
"",15702,1
"",15703,1
"",15704,1
"",15705,1
"",15706,1
"",15707,1
"",15708,1
"",19334,1
"",19335,1
"",19336,1
"",19337,1
"",19338,1
"",19339,1
"",19340,1
"",19341,1
"",19342,1
"",19343,1
"",19344,1
"",19345,1
"",19346,1
"",19347,1
"",19348,1
"",19349,1
"",19350,1
"",19351,1
"",19352,1
"",19353,1
"",28283,1
"",28284,1
"",28285,1
"",28286,1
"",28287,1
"",28288,1
"",28289,1
"",28290,1
"",28291,1
"",28292,1
"",28293,1
"",28294,1
"",28295,1
"",28296,1
"",35620,1
"",35621,1
"",35622,1
"",35623,1
"",35624,1
"",35625,1
"",35626,1
"",35627,1
"",35628,1
"",35629,1
"",35630,1
"",35631,1
"",35632,1
"",35633,1
"",39584,1
"",39585,1
"",39586,1
"",39587,1
"",39588,1
"",39589,1
"",39590,1
"",39591,1
"",39592,1
"",39593,1
"",39594,1
"",39595,1
"",39596,1
"",39597,1
"",39598,1
"",39599,1
"",39600,1
"",39601,1
"",49038,1
"",49039,1
"",49040,1
"",49041,1
"",49042,1
"",49043,1
"",49044,1
"",49045,1
"",49046,1
"",49047,1
"",49048,1
"",49049,1
"",49050,1
"",49051,1
"",49052,1
"",49053,1
"",51522,1
"",51523,1
"",51524,1
"",65716,1
"",65717,1
"",66133,1
"",66134,1
"",66135,1
"",66136,1
"",66137,1
"",66138,1
"",66139,1
"",66140,1
"",66141,1
"",66142,1
"",66143,1
"",66144,1
"",66145,1
"",66146,1
"",66147,1
"",66148,1
"",66149,1
"",66150,1
"",66151,1
"",66152,1
"",66153,1
"",66154,1
"",66155,1
"",66156,1
"",66157,1
"",66158,1
"",66159,1
"",66160,1
"",66161,1
"",66162,1
"",66163,1
"",66164,1
"",66165,1
"",66166,1
"",75265,1
"",75266,1
"",75267,1
"",75268,1
"",75269,1
"",75270,1
"",75271,1
"",75272,1
"",75273,1
"",75274,1
"",75275,1
"",75276,1
"",75277,1
"",75278,1
"",75279,1
"",75280,1
"",79409,1
"",79410,1
"",79411,1
"",79412,1
"",79413,1
"",79414,1
"",79415,1
"",79416,1
"",79417,1
"",79418,1
"",79419,1
"",79420,1
"",79421,1
"",79422,1
"",79423,1
"",79424,1
"",84297,1
"",84298,1
"",84299,1
"",90000,1
"",90001,1
"",90002,1
"",90003,1
"",90004,1
"",90005,1
"",90006,1
"",90007,1
"",90008,1
"",90009,1
"",90010,1
"",90011,1
"",90012,1
"",90013,1
"",90014,1
"",90015,1
"",90016,1
"",7770,2
"",7771,2
"",15978,2
"",15979,2
"",19718,2
"",19719,2
"",28572,2
"",28573,2
"",35910,2
"",35911,2
"",40035,2
"",40036,2
"",49344,2
"",49345,2
"",52927,2
"",66432,2
"",66433,2
"",75577,2
"",75578,2
"",79855,2
"",79856,2
"",90328,2
"",90329,2
"",9854,3
"",9855,3
"",29995,3
"",29996,3
"",33502,3
"",37343,3
"",37344,3
"",65287,3
"",69023,3
"",69024,3
"",69025,3
"",69026,3
"",69027,3
"",69028,3
"",69029,3
"",69030,3
"",69031,3
"",69032,3
"",69033,3
"",77120,3
"",77121,3
"",77122,3
"",77123,3
"",77124,3
"",77125,3
"",77126,3
"",77127,3
"x1_neg",16,131.0311429
"",742,1
"",743,1
"",744,1
"",745,1
"",746,1
"",747,1
"",748,1
"",749,1
"",750,1
"",751,1
"",752,1
"",753,1
"",754,1
"",755,1
"",756,1
"",757,1
"",758,1
"",759,1
"",760,1
"",761,1
"",762,1
"",1408,1
"",1409,1
"",1410,1
"",1411,1
"",1412,1
"",1413,1
"",1414,1
"",1415,1
"",1416,1
"",1417,1
"",1418,1
"",1419,1
"",1420,1
"",1421,1
"",1422,1
"",1423,1
"",1424,1
"",1425,1
"",1426,1
"",1427,1
"",1428,1
"",1429,1
"",9979,1
"",9980,1
"",9981,1
"",9982,1
"",9983,1
"",11416,1
"",11417,1
"",11418,1
"",11419,1
"",11420,1
"",11421,1
"",11422,1
"",11423,1
"",11424,1
"",11425,1
"",11426,1
"",11427,1
"",11428,1
"",11429,1
"",11430,1
"",11431,1
"",11432,1
"",11851,1
"",11852,1
"",11853,1
"",11854,1
"",11855,1
"",11856,1
"",11857,1
"",11858,1
"",14319,1
"",14320,1
"",17437,1
"",17438,1
"",17439,1
"",17440,1
"",19433,1
"",19434,1
"",19435,1
"",19436,1
"",19437,1
"",19438,1
"",19439,1
"",19440,1
"",19441,1
"",19442,1
"",19443,1
"",19444,1
"",19445,1
"",19446,1
"",19447,1
"",19448,1
"",19449,1
"",20109,1
"",20110,1
"",20111,1
"",20112,1
"",20113,1
"",20114,1
"",20115,1
"",20116,1
"",20117,1
"",20118,1
"",20119,1
"",20120,1
"",21771,1
"",21772,1
"",21773,1
"",23832,1
"",23833,1
"",23834,1
"",23835,1
"",23836,1
"",23837,1
"",23838,1
"",23839,1
"",23840,1
"",23841,1
"",23842,1
"",23843,1
"",23844,1
"",23845,1
"",23846,1
"",23847,1
"",23848,1
"",24284,1
"",24285,1
"",24286,1
"",24287,1
"",24288,1
"",24289,1
"",24290,1
"",24291,1
"",24292,1
"",24293,1
"",30077,1
"",30078,1
"",30079,1
"",30080,1
"",31197,1
"",31198,1
"",31199,1
"",31200,1
"",31201,1
"",31202,1
"",31203,1
"",31204,1
"",31205,1
"",31206,1
"",31207,1
"",31208,1
"",31209,1
"",31210,1
"",31211,1
"",31212,1
"",31213,1
"",31650,1
"",31651,1
"",31652,1
"",31653,1
"",31654,1
"",31655,1
"",31656,1
"",31657,1
"",37423,1
"",37424,1
"",37425,1
"",37426,1
"",39694,1
"",39695,1
"",39696,1
"",39697,1
"",39698,1
"",39699,1
"",39700,1
"",39701,1
"",39702,1
"",39703,1
"",39704,1
"",39705,1
"",39706,1
"",39707,1
"",39708,1
"",39709,1
"",39710,1
"",40468,1
"",40469,1
"",40470,1
"",40471,1
"",40472,1
"",40473,1
"",40474,1
"",40475,1
"",40476,1
"",40477,1
"",42511,1
"",42512,1
"",44716,1
"",44717,1
"",44718,1
"",44719,1
"",44720,1
"",44721,1
"",44722,1
"",44723,1
"",44724,1
"",44725,1
"",44726,1
"",44727,1
"",44728,1
"",44729,1
"",44730,1
"",44731,1
"",45163,1
"",45164,1
"",45165,1
"",45166,1
"",45167,1
"",45168,1
"",45169,1
"",45170,1
"",45171,1
"",45172,1
"",50816,1
"",50817,1
"",50818,1
"",62443,1
"",62444,1
"",62445,1
"",62446,1
"",62447,1
"",62448,1
"",62449,1
"",62450,1
"",62451,1
"",62452,1
"",62453,1
"",62454,1
"",62455,1
"",62456,1
"",62457,1
"",62458,1
"",62459,1
"",62460,1
"",62461,1
"",62462,1
"",62463,1
"",62464,1
"",62465,1
"",62466,1
"",62467,1
"",62468,1
"",62469,1
"",62470,1
"",62471,1
"",62472,1
"",62473,1
"",62474,1
"",62978,1
"",62979,1
"",62980,1
"",62981,1
"",62982,1
"",62983,1
"",62984,1
"",62985,1
"",62986,1
"",62987,1
"",62988,1
"",62989,1
"",62990,1
"",62991,1
"",62992,1
"",62993,1
"",62994,1
"",62995,1
"",62996,1
"",62997,1
"",62998,1
"",62999,1
"",63000,1
"",63001,1
"",63002,1
"",63003,1
"",63004,1
"",65457,1
"",65458,1
"",67416,1
"",69133,1
"",69134,1
"",69135,1
"",69136,1
