"","row","col"
"",18258,2
"",18259,2
"",18260,2
"",27036,2
"",27037,2
"",27038,2
"",34363,2
"",34364,2
"",34365,2
"",38319,2
"",38320,2
"",38321,2
"",47843,2
"",47844,2
"",47845,2
"",51837,2
"",51838,2
"",53877,2
"",53878,2
"",65689,2
"",65690,2
"",65691,2
"",73950,2
"",73951,2
"",73952,2
"",78149,2
"",78150,2
"",78151,2
"",85907,2
"",85908,2
"",88474,2
"",88475,2
"",88476,2
"",2496,3
"",2497,3
"",4366,3
"",4367,3
"",4368,3
"",10033,3
"",10034,3
"",13664,3
"",13665,3
"",13666,3
"",17468,3
"",17469,3
"",21859,3
"",21860,3
"",22562,3
"",22563,3
"",22564,3
"",26185,3
"",26186,3
"",26187,3
"",30115,3
"",30116,3
"",33529,3
"",33530,3
"",33531,3
"",37461,3
"",37462,3
"",42601,3
"",42602,3
"",43383,3
"",43384,3
"",43385,3
"",47002,3
"",47003,3
"",47004,3
"",50849,3
"",50850,3
"",54000,3
"",54001,3
"",55051,3
"",55052,3
"",55053,3
"",66228,3
"",66229,3
"",66230,3
"",69179,3
"",69180,3
"",73048,3
"",73049,3
"",73050,3
"",77245,3
"",77246,3
"",82450,3
"",82451,3
"",83208,3
"",83209,3
"",83210,3
"",86043,3
"",86044,3
"",87457,3
"",87458,3
"",87459,3
"",92186,3
"",92187,3
"x1_pos",40,361.0570625
"",10361,1
"",10362,1
"",37667,1
"",37668,1
"",43256,1
"",43257,1
"",51064,1
"",51065,1
"",60688,1
"",60689,1
"",61196,1
"",61197,1
"",62481,1
"",62482,1
"",83088,1
"",83089,1
"",92434,1
"",92435,1
"",2470,2
"",2471,2
"",12444,2
"",12445,2
"",12446,2
"",32282,2
"",32283,2
"",32284,2
"",45779,2
"",45780,2
"",45781,2
"",56670,2
"",61557,2
"",63459,2
"",63460,2
"",63461,2
"",71737,2
"",71738,2
"",71739,2
"",84086,2
"",86019,2
"",86020,2
"",86021,2
"",2245,3
"",5585,3
"",53979,3
"",63087,3
"",63088,3
"",63189,3
"",63226,3
"",65334,3
"",65737,3
"",85796,3
"",86018,3
"",87450,3
"x1_pos",41,415.244
"",7325,2
"",7326,2
"",59265,2
"",59266,2
"x1_pos",42,453.37775
"",1739,2
"",1740,2
"",12023,2
"",12024,2
"",24473,2
"",24474,2
"",31838,2
"",31839,2
"",40795,2
"",40796,2
"",45345,2
"",45346,2
"",63135,2
"",63136,2
"",71252,2
"",71253,2
"",80642,2
"",80643,2
"",85412,2
"",85413,2
"",3795,3
"",3796,3
"",3797,3
"",9875,3
"",17363,3
"",21650,3
"",30001,3
"",37348,3
"",42386,3
"",50740,3
"",54690,3
"",54691,3
"",54692,3
"",60596,3
"",72732,3
"",72733,3
"",72734,3
"",77133,3
"",82238,3
"",87119,3
"",87120,3
"",87121,3
"",92051,3
"x1_pos",43,493.13725
"",10809,1
"",51356,1
"",69984,1
"",8598,2
"",8599,2
"",8600,2
"",8601,2
"",16543,2
"",16544,2
"",16545,2
"",16546,2
"",20456,2
"",20457,2
"",20458,2
"",20459,2
"",20460,2
"",29146,2
"",29147,2
"",29148,2
"",29149,2
"",36502,2
"",36503,2
"",36504,2
"",36505,2
"",40904,2
"",40905,2
"",40906,2
"",40907,2
"",40908,2
"",49902,2
"",49903,2
"",49904,2
"",49905,2
"",49906,2
"",60005,2
"",60006,2
"",60007,2
"",60008,2
"",60009,2
"",76197,2
"",76198,2
"",76199,2
"",76200,2
"",80754,2
"",80755,2
"",80756,2
"",80757,2
"",80758,2
"",91008,2
"",91009,2
"",91010,2
"",91011,2
